Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54.9014009,Yes,Non-Travel,1189.548925,Research & Development,2.991058222,3.004201869,Marketing,1,1308.753287,3.98463012,Male,56.14648072,1.998530937,2.997069202,Sales Representative,2.985540281,Single,3632.71215,19301.83568,0.968210527,Y,Yes,19.97453924,4.004822526,0.995699041,80,1.009353738,20.03820403,2.982708288,2.000714902,2.987700274,1.948498112,1.997277933,2.030093746
50.00266821,Yes,Travel_Rarely,1143.851539,Human Resources,3.954077162,2.995041286,Technical Degree,1,494.5345463,1.020669665,Female,31.76840424,3.006306033,2.993808028,Research Scientist,3.99307891,Married,16493.00135,9303.675722,2.01371131,Y,Yes,18.96008531,3.00441916,4.014917506,80,0.993906278,20.05946916,4.000038805,3.005446996,2.070621201,6.971561175,1.024680444,2.04661681
30.05547137,Yes,Non-Travel,1136.126488,Research & Development,1.942006901,3.003111623,Life Sciences,1,1213.27412,4.001602802,Male,30.89558654,2.988997503,0.991690639,Manager,3.006468752,Divorced,2174.497671,6546.937273,7.023589404,Y,No,22.03995487,3.004385698,2.013346194,80,2.00429685,9.106626336,2.993430023,3.005408285,5.166433291,8.015750009,4.027987589,1.926442555
37.79788212,Yes,Travel_Frequently,926.0297034,Human Resources,5.923367349,3.998062615,Life Sciences,1,140.7224345,3.993670713,Male,84.08358492,4.011229716,2.012119622,Human Resources,3.0149513,Single,7808.26897,25525.60492,0.983579202,Y,No,21.97497772,3.00212457,0.999795455,80,0.010543626,6.05083889,2.990938966,2.002381889,8.019814695,-0.03769706,-0.012820229,7.0150479
42.00598924,Yes,Travel_Frequently,416.5827751,Research & Development,1.118966813,3.988866361,Technical Degree,1,1980.482549,0.988164601,Female,64.79049522,3.992918019,2.007550573,Manager,2.990638536,Married,11938.03856,23966.17134,0.007428191,Y,No,24.0013204,2.99788213,1.994421864,80,-0.008882473,9.915941307,0.001107643,3.005004826,3.96838085,0.009073465,3.966018337,8.971519903
40.94542475,Yes,Travel_Frequently,165.91396,Sales,21.97876048,3.0067946,Marketing,1,1586.316115,4.002100879,Female,40.7656755,2.999093513,0.996178603,Research Director,1.0023773,Divorced,6336.385446,3328.995054,0.023093696,Y,No,22.00476394,3.000089063,0.9942833,80,-0.000811175,4.962869199,2.001377049,1.994300531,1.004121695,8.020602593,1.009962602,3.951294174
20.96268855,No,Non-Travel,617.4805182,Human Resources,1.082630494,2.997022073,Technical Degree,1,942.5755866,4.001637472,Male,70.98562062,3.001292132,2.001809887,Research Director,4.001468261,Divorced,2034.006155,12303.46552,0.96915367,Y,Yes,13.91473335,4.000456277,2.99689008,80,3.010166404,16.04532177,2.005784275,2.998489196,6.029077165,0.014264774,3.992725558,7.057475773
35.15126602,No,Non-Travel,569.7735377,Sales,24.98615335,3.023000934,Technical Degree,1,787.5065784,1.011624651,Male,29.94124139,4.003604332,1.987737386,Research Scientist,2.988025226,Single,7325.621615,6606.410577,0.994300925,Y,No,16.9402488,4.003198155,2.012197717,80,0.003075876,20.03718854,4.010687298,2.995705893,4.896852641,1.031416908,-0.010535571,3.000246232
28.92849781,Yes,Travel_Frequently,1472.004874,Research & Development,9.905665085,3.025948058,Medical,1,688.0775024,3.987316132,Female,77.75696204,2.991831028,1.996978579,Sales Representative,2.011621966,Married,4874.111846,5418.524984,-0.026175961,Y,Yes,11.00332874,2.994529874,3.005125774,80,-0.004325068,5.007813279,2.001315101,3.004002326,21.97310632,8.097133552,6.986311136,-0.001742516
34.88507916,Yes,Travel_Frequently,796.0965264,Sales,26.07423144,2.983345381,Marketing,1,653.3812492,2.006461951,Female,43.77456989,1.99646499,3.983719242,Sales Executive,2.987669157,Divorced,2301.828477,26176.32166,2.981503503,Y,No,15.93250092,2.999394129,3.032061755,80,1.023441625,10.01266675,2.994657415,3.990687143,12.99246391,10.02413832,-0.046404544,6.98059411
34.95942666,Yes,Travel_Frequently,158.9136396,Research & Development,24.02232701,1.985059497,Human Resources,1,255.4034666,2.015003242,Male,43.41526763,2.98868624,2.995550429,Manager,4.019745064,Divorced,6216.256466,6637.284406,0.991295819,Y,Yes,13.99740239,4.005673677,2.010115754,80,0.008695769,2.904678117,2.018985661,2.989740646,5.867672501,11.04591514,0.039786226,1.968559703
28.16935107,No,Travel_Rarely,832.8562199,Research & Development,14.94287583,1.007385051,Technical Degree,1,603.2773273,3.002556323,Male,90.74147132,1.995008986,1.984173166,Human Resources,1.003591841,Single,965.8344695,9976.243884,3.964689644,Y,Yes,13.95521564,3.000529029,3.977127677,80,0.991275985,9.964788589,2.013927635,3.010018003,1.017457925,7.000613869,14.94101213,2.003431811
50.8360202,Yes,Non-Travel,577.5327548,Human Resources,0.972415405,4.009729536,Other,1,1225.005582,3.020919526,Male,35.02311451,3.002761428,3.998281486,Manager,2.996774296,Divorced,2223.269553,10578.41831,6.938016393,Y,No,13.94683224,3.000692751,3.001581095,80,1.001994421,8.975053513,3.015951922,2.006515907,8.946380024,2.015197755,0.031723556,1.993448065
20.06209868,No,Travel_Frequently,923.3863579,Research & Development,22.986064,4.00633891,Life Sciences,1,1190.226088,2.992336161,Male,97.64301873,1.982807741,1.019757112,Research Scientist,2.013971226,Divorced,2776.547571,6980.872305,6.007052503,Y,Yes,13.02962361,2.996759162,3.011336305,80,1.013989699,7.968569882,4.000023408,2.999057244,4.000879156,0.025947424,5.043434557,0.045097428
31.95887583,No,Non-Travel,653.6836289,Sales,6.225436246,5.005379907,Medical,1,1481.303092,3.986278294,Male,43.88338842,3.006348807,0.99415496,Human Resources,2.998632021,Married,5986.166965,14853.3425,5.978460873,Y,Yes,20.94146519,3.002781388,3.013040177,80,-0.003920111,9.118113141,4.005898843,3.005730776,7.940432523,7.028495694,1.034085088,2.985232776
32.07953326,Yes,Non-Travel,1394.066451,Research & Development,1.860278351,2.000152166,Life Sciences,1,2051.235701,1.001236803,Male,35.94105789,1.995727489,0.993968906,Manager,3.992139028,Divorced,6950.341759,6590.981367,0.033881418,Y,No,14.97729765,2.99685433,2.997172277,80,0.996987078,8.972676994,2.004354958,2.004626665,6.085827806,2.011750427,-0.00353627,1.930528483
28.99840981,No,Travel_Rarely,679.1532352,Human Resources,14.97989272,2.994381354,Other,1,329.2601793,1.013824384,Male,77.90958389,3.006383669,0.988279814,Research Scientist,1.008953949,Divorced,5108.836754,16529.8965,4.04737997,Y,Yes,13.97317013,3.004546391,1.992528692,80,1.014314113,13.98574005,2.008896142,3.015148063,20.12316533,0.054522814,-0.00374181,3.99187799
49.95762617,No,Travel_Frequently,554.6964717,Research & Development,19.98497003,4.998921194,Human Resources,1,978.1661106,4.007801201,Male,83.13569023,2.006981752,1.011269768,Healthcare Representative,4.020169856,Married,2293.804165,25964.73673,0.962542005,Y,Yes,11.03850698,3.001287701,2.988182313,80,0.995637404,24.08308651,1.992322868,2.997991317,8.059369735,4.049086558,0.010881864,1.950933228
41.07796731,Yes,Travel_Rarely,1472.750595,Research & Development,2.151281204,3.000658872,Marketing,1,1555.484285,4.008684137,Male,93.22060079,0.994263178,2.001508074,Human Resources,2.994278433,Married,5725.965892,21761.25564,3.983566358,Y,No,11.04888168,2.995365547,1.001600873,80,0.999481946,3.04910985,2.995581122,4.002788048,4.94544763,2.99160596,-0.032947561,4.042092766
46.80129957,Yes,Non-Travel,476.6077017,Research & Development,18.99538307,3.992710069,Technical Degree,1,1199.380361,0.990562133,Female,52.00107884,0.999324646,2.010990038,Sales Representative,1.00235372,Divorced,10194.60829,4177.74118,0.985373784,Y,No,13.02487463,3.003340132,0.985280487,80,-0.011677265,10.15101401,4.000888354,3.004327392,10.14110131,2.013271452,0.040399254,7.955337881
48.7953311,Yes,Travel_Rarely,885.1292353,Human Resources,2.051856075,2.017348333,Marketing,1,1191.679338,3.979402931,Male,86.9484071,2.99015184,2.000337154,Manufacturing Director,0.979292306,Single,1810.796673,12099.05804,6.994024004,Y,No,13.96672999,2.99478393,3.01576707,80,1.000721606,9.119881089,2.989302426,2.998814266,4.917810859,3.915232927,5.036372946,2.03362312
30.07240706,No,Travel_Rarely,1384.777888,Sales,1.168946737,4.014888505,Life Sciences,1,1919.469714,2.995786378,Male,76.03374935,1.998167034,2.006165805,Sales Representative,2.985387353,Married,4639.572651,21883.43662,3.982783751,Y,Yes,13.98805755,2.9966765,3.003664927,80,0.008664237,12.87529231,2.007668737,2.999005546,6.066907573,4.969532163,0.996046899,8.059178391
27.16397408,Yes,Non-Travel,1403.773834,Human Resources,1.015140072,2.995453675,Other,1,1009.171871,2.011953441,Female,99.73147582,2.990765209,2.999407787,Sales Representative,4.00872034,Divorced,3754.99937,17201.11903,1.029943174,Y,No,16.93010716,2.998274673,3.982690103,80,1.986139857,8.925707964,2.004109652,1.992417097,2.961833447,8.012265051,8.045820991,13.98360845
35.94945849,No,Travel_Rarely,464.2039393,Sales,3.051314271,1.009452708,Human Resources,1,1248.956123,4.003098158,Female,43.0066366,2.989614996,0.999571052,Manufacturing Director,1.987265159,Married,4014.299957,10062.53548,1.960111824,Y,Yes,15.03469599,2.998704792,1.989818045,80,2.998199412,6.904583361,1.998591417,3.993393418,1.888072157,1.946628012,0.004773056,2.008111432
57.04377584,Yes,Non-Travel,1404.453665,Research & Development,17.89498322,4.009762382,Medical,1,1054.514677,2.982167051,Female,87.91759645,3.007369523,0.983657385,Sales Representative,3.984063213,Married,6296.895862,10003.12643,2.96243444,Y,Yes,11.02641676,3.003256641,1.993763607,80,0.999122089,9.029584072,1.986795131,2.994008327,7.090099221,0.012435371,1.993668802,2.049398191
37.0440137,Yes,Travel_Frequently,881.3294447,Sales,5.980732349,3.005564576,Life Sciences,1,1213.326072,4.00267316,Female,61.21974543,3.014993028,0.99215179,Sales Executive,1.022933659,Married,6667.892407,22489.73087,3.962795543,Y,Yes,12.04798062,2.998339743,1.008707661,80,1.001851883,4.017692838,3.00203539,3.003487938,4.075662845,-0.018691921,0.012181953,0.04873414
46.09898855,Yes,Non-Travel,442.4810513,Human Resources,13.91234094,1.004680115,Other,1,1252.672053,3.00037296,Male,48.63059651,1.997513872,1.008245744,Sales Executive,2.012223089,Married,4151.017635,10625.59971,8.984744996,Y,No,15.99868722,3.000880789,3.985325227,80,-0.015275093,5.022371773,3.974541751,2.985599883,5.91595255,5.968541632,0.058209128,0.993400372
31.0868735,Yes,Travel_Frequently,306.5269228,Sales,9.035402789,2.002513965,Marketing,1,231.1518321,2.985685988,Male,98.80459167,2.996991179,0.995190538,Human Resources,2.987319963,Single,5120.897159,7113.571545,2.997703751,Y,Yes,11.93936892,2.997331787,2.007779968,80,1.001527776,1.13858349,1.989334194,3.004922115,6.919637999,2.022781515,0.990278326,9.914871861
28.03620121,No,Travel_Frequently,1257.164459,Research & Development,1.08289531,4.0113917,Human Resources,1,966.9132223,3.006848985,Female,64.97852424,3.009655491,2.00174001,Research Director,2.98450484,Married,5820.759276,14184.91742,-0.030041793,Y,No,11.99479421,2.997721078,4.004222105,80,1.005850043,3.992731907,3.001431293,1.000381496,2.951959064,-0.021892794,0.019027266,8.004101923
29.10205466,Yes,Travel_Rarely,541.8831765,Sales,22.9386238,3.998587375,Life Sciences,1,1278.075439,3.982162462,Male,50.65825059,2.004381343,2.012895366,Research Scientist,4.022941151,Divorced,2218.633178,16787.22079,0.998897701,Y,No,14.07944281,3.00301254,2.998982941,80,0.003915115,4.001981339,2.01479883,3.001557276,4.967363446,6.029585186,-0.03004845,2.059767674
35.91393742,Yes,Travel_Rarely,691.2351754,Research & Development,7.946653107,1.00161369,Human Resources,1,1321.189252,3.992098765,Male,97.67451228,3.003198331,0.991913363,Manufacturing Director,4.004323508,Divorced,2077.346236,11014.07929,1.990789028,Y,Yes,14.00481864,2.9943045,3.976687782,80,0.987165634,9.955958423,3.008797058,3.001906684,10.00875254,1.965710029,5.047478505,6.02309714
28.97930136,Yes,Travel_Rarely,1315.98753,Human Resources,10.05838594,2.003028377,Human Resources,1,1073.337777,2.017290306,Male,40.26436937,3.006245039,0.990786098,Manufacturing Director,4.012838928,Married,10281.87523,3565.212165,7.002723751,Y,Yes,13.03444857,2.994910304,2.001560002,80,1.985524748,27.98598301,2.014721659,2.001961828,4.942455222,-0.002805833,0.959571162,-0.04097554
33.00351114,No,Travel_Rarely,937.0917836,Human Resources,2.926493087,4.022830376,Technical Degree,1,978.649723,3.001667359,Male,60.73390851,2.005935357,2.021470074,Sales Executive,3.996163064,Married,5355.886696,9556.14177,2.977308033,Y,Yes,11.01319555,3.004171588,2.017769026,80,1.998410414,5.017133541,3.002867199,3.001354026,9.989505125,8.979785191,5.064538493,2.053461991
27.0570051,No,Travel_Frequently,1371.939532,Sales,7.074744151,4.006607302,Human Resources,1,157.9584836,4.002418885,Female,52.06515367,2.997076565,2.005149044,Manager,3.008356057,Single,8881.819179,19072.25622,0.061274638,Y,Yes,22.05387531,3.003075198,0.989857847,80,1.998961172,8.059421598,4.000868976,2.997811858,8.085522278,0.016701437,0.960838522,2.935668889
33.73873857,No,Travel_Rarely,822.8071317,Human Resources,3.025413776,2.003673307,Life Sciences,1,1098.78823,2.994805085,Male,91.08521385,3.008550613,0.994786847,Sales Representative,2.991113081,Divorced,13495.71593,3151.745741,9.028893578,Y,No,10.99198374,3.010529939,2.014818877,80,2.002859623,9.07493126,1.99227199,2.999555287,5.035044665,2.032248641,1.961202584,0.045450279
41.85864161,No,Travel_Rarely,560.3366498,Human Resources,6.004977453,3.99650409,Technical Degree,1,476.1806104,2.998750496,Female,98.09795814,3.007243004,1.005044532,Manufacturing Director,4.009988609,Single,19230.93848,21832.37054,6.026511026,Y,Yes,12.03211583,3.004050735,0.979431321,80,0.99167961,32.19848112,1.987097908,2.999195098,12.08706648,2.050495897,-0.011221756,0.003794683
53.93636206,No,Travel_Rarely,579.9793166,Sales,27.03197184,3.990718484,Medical,1,1190.491695,2.974736696,Male,96.14007569,2.992030571,3.007839368,Sales Executive,3.998960098,Divorced,16756.86055,11166.43061,3.041520524,Y,Yes,11.97260354,3.003376009,1.006870382,80,0.009097848,10.01450895,2.998451672,2.991447184,6.950229692,7.012734096,1.052424691,1.989980155
31.03928973,No,Travel_Rarely,938.4996894,Sales,1.99394174,2.991805029,Technical Degree,1,471.3337972,1.01164255,Male,56.43386807,2.990555022,1.998270202,Sales Executive,1.006281548,Divorced,5473.307363,6884.220415,0.008319746,Y,No,11.00251176,3.002558711,1.010042875,80,0.006528283,20.97995592,5.003132738,4.005649832,25.03318033,-0.009320995,-0.015833021,2.010132491
35.03758923,No,Travel_Frequently,973.38679,Sales,6.900930972,3.993703061,Technical Degree,1,-0.86131689,1.980644204,Female,51.98736455,3.000061662,2.012812514,Manager,1.00209309,Single,5268.725223,6191.212122,6.983103592,Y,No,15.97110835,2.997073602,3.001591504,80,0.997795241,10.00656788,4.01245512,3.00369314,15.0479325,2.058321646,3.013812924,2.024983713
22.10873111,Yes,Travel_Frequently,979.6142089,Research & Development,1.033121643,4.005347589,Other,1,656.70959,4.004314935,Male,30.6335111,2.995883778,3.001420836,Manager,3.972919052,Single,2634.81868,24169.37503,7.029711192,Y,No,19.99707552,4.001882913,3.004839515,80,1.010145003,8.96204835,2.019750489,3.003218645,4.963476149,2.00175548,2.036815124,4.036122412
45.00698976,No,Non-Travel,601.5141585,Research & Development,18.11526255,3.999817618,Technical Degree,1,1353.987859,4.002011981,Male,66.276959,0.998072763,5.009817888,Human Resources,1.994997525,Single,2472.818825,8935.528805,5.008933426,Y,Yes,11.0003471,3.995539875,3.997312969,80,-0.007753017,10.9604558,1.99158629,1.997186762,4.920749705,2.026402686,0.035108511,9.993765539
39.93728583,No,Travel_Frequently,1248.147087,Research & Development,1.964105129,2.987807097,Human Resources,1,1655.577351,1.985232825,Male,52.21790121,4.004349111,4.022758156,Manager,3.990653411,Divorced,5784.406175,12140.69318,1.010583564,Y,Yes,11.02752158,2.998378109,2.98462006,80,2.982455645,9.956935445,2.994574887,2.003928738,-0.046230104,1.997621348,-0.017125385,10.99793293
57.00190742,Yes,Travel_Rarely,801.5048096,Research & Development,24.05470554,3.998405828,Other,1,829.3444859,2.992836736,Male,84.95513431,2.9969892,0.998445435,Manufacturing Director,4.025166119,Single,4950.034907,20890.62821,1.990763452,Y,No,11.00656245,2.993640015,1.013231286,80,0.001013992,19.08502903,1.98511313,2.000084056,7.869276969,5.044681098,-0.018670302,7.995411492
34.07306261,No,Travel_Rarely,141.5023639,Research & Development,1.189212086,4.983408382,Technical Degree,1,242.2538579,1.006859325,Male,41.03423734,2.001166941,1.980570564,Human Resources,4.00284025,Divorced,5149.765644,24446.97892,4.013134492,Y,Yes,24.07623951,2.998971343,1.999202192,80,3.60E-06,9.920403934,4.98685722,3.000837593,3.988892323,7.91877335,7.034121276,2.027290428
44.9301595,Yes,Travel_Rarely,411.8356741,Sales,1.095289177,2.99737252,Marketing,1,126.9523742,2.986001371,Female,74.97563646,1.996729569,1.00920884,Healthcare Representative,2.987262932,Divorced,7002.740018,4035.342887,2.026270448,Y,Yes,14.99269643,2.99837964,2.022054185,80,-0.013859626,21.0160526,5.011667902,3.012800012,21.96231102,-0.030382288,3.993638828,0.016308564
35.99565881,No,Travel_Rarely,1158.636075,Research & Development,25.12140325,2.000717176,Other,1,731.7962527,2.011115112,Male,63.0753476,2.994943029,0.997199674,Manager,3.992393213,Single,6956.157819,22589.77344,3.046126681,Y,Yes,12.9889498,3.000007058,1.034964677,80,0.99885419,4.032302643,3.999720748,2.995744083,23.95663938,3.057993917,-0.001694838,1.912864612
57.91496412,No,Travel_Rarely,1109.892155,Sales,1.881903308,2.993597221,Medical,1,726.6579548,4.006817168,Female,63.15079834,3.00233808,1.988434396,Manager,1.989988325,Divorced,16916.58367,18367.92268,1.983175102,Y,Yes,13.06685972,2.997721495,1.991137261,80,1.000780913,7.896429971,2.994332908,3.003920434,9.883963698,2.991721896,2.060125278,1.968027588
44.94604451,Yes,Travel_Rarely,364.5492129,Sales,25.94266987,3.997059606,Other,1,1726.953848,0.993873267,Female,34.3230192,2.998434651,2.00432523,Sales Representative,3.015797021,Married,5357.628632,19590.549,1.01585565,Y,Yes,23.9908206,3.001389443,3.996341049,80,-0.004760255,5.137903657,3.012075172,3.006532053,2.033033069,1.92226543,2.013799535,8.013617002
23.93084241,Yes,Non-Travel,1301.529974,Human Resources,3.969874958,1.000386638,Marketing,1,356.0001524,3.981999537,Male,48.6570649,2.993398061,0.987305247,Laboratory Technician,3.008399815,Divorced,8097.176381,7618.786049,-0.030698798,Y,No,16.98567708,2.996154242,3.998883744,80,0.00816516,1.063283721,5.996728005,1.989145392,5.870908782,2.078415442,0.023665476,3.013464629
23.92734641,No,Non-Travel,645.6825628,Human Resources,1.066577032,4.009958355,Medical,1,1649.631648,3.011627922,Female,99.23274181,3.001731917,1.014326959,Human Resources,3.001567951,Married,2359.011894,8070.740228,5.984022571,Y,Yes,23.02109077,2.996401142,0.98365509,80,0.013369338,1.947872323,2.006709236,3.004198084,4.008186125,7.002280625,0.01338652,0.012030088
33.97235263,Yes,Travel_Frequently,671.285824,Sales,3.030186452,1.996610257,Medical,1,640.135507,3.988481201,Female,78.89641651,1.989327134,2.009597746,Manager,3.009541969,Single,6616.970171,20246.73217,3.913783368,Y,Yes,13.03659126,3.001708727,3.006459865,80,2.005481399,10.09688603,0.002652273,2.990312986,1.01156075,1.039621891,12.02369931,0.040160367
42.01819381,No,Non-Travel,1247.004161,Research & Development,14.95739949,5.011105594,Technical Degree,1,773.4871665,3.992348585,Female,59.57083607,1.996421215,3.008399255,Laboratory Technician,3.994908947,Divorced,9542.862689,5166.750591,7.041607519,Y,Yes,15.97446121,2.997586102,3.006841576,80,0.992163878,21.02616855,4.991441463,2.00974388,3.053171714,-0.026111218,1.999472574,7.979270944
51.85993532,No,Travel_Frequently,1047.679943,Sales,10.08700121,3.018050916,Other,1,1251.491754,3.020765638,Female,60.96252582,3.001176629,3.005073136,Healthcare Representative,3.002223587,Married,14039.69945,6195.555313,-0.039591612,Y,No,10.97840658,3.007947606,4.006215579,80,0.989111008,4.914020863,1.998759875,2.999158474,8.126529859,2.045038313,-0.001443891,1.980220971
34.08004616,Yes,Travel_Rarely,1325.697695,Human Resources,10.0868452,3.015062547,Human Resources,1,1260.032818,0.995377285,Female,85.98136311,4.002955154,1.998061553,Manager,3.992248007,Single,18306.11723,16030.01902,4.005180524,Y,Yes,13.02178584,2.994567618,3.003159172,80,0.004887878,9.013780601,1.994750296,3.008210414,0.974113733,-0.006424576,1.988654914,3.021919181
34.95706281,Yes,Non-Travel,454.8014286,Human Resources,6.045103388,3.980703769,Medical,1,1190.638125,3.977625023,Male,56.05051794,2.995963545,1.991621272,Research Scientist,2.993598103,Married,8874.869857,14706.25049,4.981905074,Y,No,20.02593026,2.998612989,1.004806187,80,1.000788198,7.892100636,1.000649828,3.015823908,4.151586138,3.000231555,5.013296848,0.971567215
28.12576833,Yes,Travel_Frequently,106.3156751,Sales,20.88136905,1.972924637,Human Resources,1,27.89867386,3.01261724,Female,45.97151331,2.001775583,1.020394448,Manufacturing Director,2.989011097,Single,2760.063247,6961.18443,3.060548401,Y,Yes,18.03032299,2.99616794,2.012507163,80,1.015856237,25.95873142,4.021875114,2.99685304,4.009437931,7.963653822,2.0010967,3.009430118
54.91558786,Yes,Travel_Rarely,557.6680208,Research & Development,5.027012118,3.006733072,Marketing,1,1909.107579,1.002331108,Female,66.71580672,3.008136029,1.021115749,Laboratory Technician,3.005769748,Divorced,2290.754536,21856.97196,3.014017867,Y,No,12.03606199,3.002636584,1.992171444,80,-0.008643974,5.945851426,3.99878257,3.989354011,8.948252936,0.008315015,0.95155209,10.98260428
44.0589886,No,Travel_Rarely,606.2223497,Human Resources,16.94160287,2.98616162,Other,1,373.4446845,0.996915522,Female,96.11455142,3.003322943,1.004695627,Laboratory Technician,3.003752967,Single,6168.539495,22397.96333,1.008137053,Y,No,11.98660504,2.996982608,3.00636849,80,-0.010072959,26.02283016,3.01897486,3.001767483,10.05777383,11.04959222,2.050593985,2.96603252
28.98215873,Yes,Travel_Rarely,898.5946858,Sales,16.92585579,2.014937832,Medical,1,772.7446563,2.99850692,Male,39.77863178,2.991868283,0.997240086,Human Resources,2.003961361,Married,5177.436476,6272.185817,1.046141542,Y,Yes,14.07130089,3.002863452,2.004091841,80,2.989973428,8.959527731,2.001183882,2.997909771,8.001112049,1.043218968,0.991174908,1.991637007
32.0743249,No,Travel_Rarely,1205.347208,Sales,8.02254737,2.012821887,Life Sciences,1,486.1111644,3.000635836,Male,67.16806984,2.990361275,2.017248425,Laboratory Technician,4.001980762,Single,10933.51262,17411.40865,1.986891191,Y,Yes,11.0415502,3.992795904,4.007864935,80,0.996820348,7.073952289,4.000975888,2.997869861,10.09070728,2.008247015,-0.013769007,0.026219175
45.10358791,Yes,Non-Travel,895.6813366,Sales,8.01645424,3.008801317,Other,1,811.6264134,0.987267903,Male,73.13244865,3.000995544,0.982261674,Healthcare Representative,3.027220759,Divorced,10511.56683,8850.820975,0.976543033,Y,Yes,10.94018814,3.00253321,3.997961405,80,0.994696866,8.005084388,1.010116402,3.002370123,16.07793589,3.016237618,5.017945652,2.045793323
33.05438982,Yes,Travel_Rarely,286.2935686,Human Resources,1.01174826,2.994489556,Technical Degree,1,1623.548692,1.011305569,Male,76.12127879,3.007948829,3.999170217,Laboratory Technician,4.021175155,Single,3689.199581,21752.94854,6.986258679,Y,No,11.03980139,3.999773416,0.989572942,80,0.002600019,7.931059235,2.998723865,3.00876208,3.012467649,4.044977266,0.000107253,4.008074685
43.98444924,Yes,Non-Travel,830.0157285,Human Resources,27.93777407,2.019857556,Medical,1,652.2620905,3.987021435,Male,91.48788018,3.00649444,5.012200921,Laboratory Technician,1.020715941,Divorced,2180.173658,22374.14548,0.036977804,Y,No,20.94943518,3.00588591,2.997578414,80,0.007106556,10.00482322,1.022028821,2.993660111,5.003909389,1.007348085,13.97632083,1.987065604
35.03006264,No,Travel_Frequently,1481.694718,Human Resources,2.049730913,3.986732684,Medical,1,1547.06435,2.990904558,Male,68.16969325,2.994976417,1.018000889,Manufacturing Director,4.00531969,Divorced,3358.021633,18381.65106,0.993509189,Y,Yes,16.99814269,3.003241857,1.9829665,80,1.992762956,4.013940929,3.995137261,2.999572673,4.909744031,2.057495225,2.010506958,2.006871945
36.80051527,No,Travel_Frequently,878.6091524,Human Resources,9.997197948,2.99172055,Marketing,1,356.3127968,3.986460428,Female,95.79776254,2.001996763,0.991402207,Manager,3.001414593,Single,3394.037168,10247.50793,3.029105636,Y,Yes,11.01386814,3.005617727,3.001973878,80,0.003695654,8.050741123,0.983913224,2.991732719,9.024894174,9.010415503,11.00564213,1.058549975
29.9654331,Yes,Non-Travel,1379.944006,Human Resources,10.90887547,0.98472329,Marketing,1,508.821193,3.007273931,Female,42.96079308,2.988776341,3.999021999,Manager,4.012316035,Married,2221.62367,5095.974696,1.012785447,Y,No,15.01452096,3.000635623,4.005478398,80,0.00141185,25.99112431,4.025137263,4.003557653,8.011962896,6.001385836,2.025912618,0.017507761
42.10575559,No,Travel_Frequently,793.2779885,Human Resources,1.800637806,3.991826393,Technical Degree,1,666.8573295,2.996973253,Female,76.23947995,2.000259558,1.984597504,Manager,2.986158712,Divorced,18068.11766,15211.78109,3.950237323,Y,Yes,22.02265781,2.997988587,0.999786336,80,-0.004604475,18.05398851,1.996328429,1.996577121,2.027369075,0.029015407,-0.023270583,1.948434163
32.98332934,No,Travel_Rarely,889.4065622,Research & Development,5.007249122,5.008295461,Technical Degree,1,1292.301854,1.98849884,Female,73.22526299,3.993274817,1.007698263,Healthcare Representative,4.000865597,Married,12159.89479,9792.662883,1.071930958,Y,Yes,18.01079719,2.997032179,1.996451281,80,0.998452473,16.02792809,3.010245728,2.987396885,5.004108031,2.05062475,-0.000403933,15.96405675
35.95933491,Yes,Travel_Frequently,1098.751021,Research & Development,1.099286212,3.98867265,Medical,1,1814.831914,2.984280468,Male,82.09604784,3.006309484,2.995030255,Human Resources,2.000252011,Divorced,4580.35446,19990.60851,4.02564995,Y,Yes,13.99841615,2.998464687,3.001682644,80,-0.008643282,9.967622024,2.005589472,2.986745574,1.090002924,10.02427494,0.939646084,-0.009121196
47.76917469,No,Travel_Rarely,623.1855726,Human Resources,9.98642244,2.975207901,Medical,1,1707.916696,0.990945261,Male,60.07517854,2.996296854,1.003714579,Research Scientist,0.999615144,Married,5316.259852,11943.35007,0.964171639,Y,No,13.99115857,3.998817338,3.99222717,80,0.008654931,10.04308461,0.020084948,2.995225587,4.00276711,10.03365725,8.998981061,0.974907536
45.11618732,Yes,Non-Travel,753.8601637,Human Resources,26.04988098,2.990780254,Technical Degree,1,1277.333523,1.997758962,Female,46.29638909,2.997620674,1.997018441,Manager,4.028223114,Married,8253.178112,9389.862214,-0.058393754,Y,Yes,22.00374938,2.999882502,2.012486063,80,-0.00372551,12.12108965,3.005188282,2.993395675,12.94727441,2.02014698,10.99628343,-0.019689622
32.01546528,Yes,Non-Travel,1139.726434,Sales,1.927915721,2.980924616,Human Resources,1,207.1795379,1.005443328,Female,51.64217843,2.002902205,2.001785372,Sales Representative,4.009916329,Divorced,4782.079748,14210.19637,0.983001978,Y,Yes,18.94725496,3.003323466,3.006302179,80,0.001944021,1.030622073,2.989020978,3.000858692,4.999104543,0.001088297,3.972896076,1.028770713
